order_id,user_id,order_date,category,gmv,discount,is_first_order,net_gmv
1372,31,2025-09-29,食品,42.9,0,1,42.9
1373,1517,2025-08-14,数码,107.49,10,0,97.49
1374,140,2025-09-07,数码,66.25,5,0,61.25
1375,1285,2025-09-10,服饰,64.03,5,0,59.03
1376,391,2025-08-25,美妆,68.37,5,1,63.37
1377,1927,2025-08-05,服饰,27.28,5,1,22.28
1378,1539,2025-09-08,服饰,57.22,20,1,37.22
1379,210,2025-08-13,数码,130.92,5,1,125.92
1380,1785,2025-08-30,数码,109.69,5,0,104.69
1381,504,2025-08-26,美妆,56.33,0,0,56.33
1382,1092,2025-08-12,美妆,142.6,0,0,142.6
1383,171,2025-07-11,家居,30.19,20,0,10.19
1384,212,2025-07-27,食品,35.36,20,0,15.36
1385,483,2025-09-25,美妆,168.17,0,0,168.17
1386,1069,2025-08-17,家居,82.92,5,0,77.92
1387,1086,2025-08-28,服饰,51.48,5,1,46.48
1388,1712,2025-07-24,美妆,58.53,10,0,48.53
1389,331,2025-09-03,数码,38.72,0,1,38.72
1390,1499,2025-08-14,食品,70.25,30,1,40.25
1391,12,2025-07-21,服饰,67.26,0,0,67.26
1392,583,2025-07-14,家居,61.0,30,0,31.0
1393,351,2025-08-06,美妆,31.88,0,0,31.88
1394,248,2025-08-22,数码,69.8,0,1,69.8
1395,1170,2025-07-26,美妆,45.09,0,1,45.09
1396,1802,2025-07-23,数码,35.08,0,0,35.08
1397,1334,2025-07-25,家居,121.11,30,0,91.11
1398,1709,2025-07-28,数码,199.01,5,1,194.01
1399,1183,2025-09-06,家居,175.64,0,0,175.64
1400,108,2025-08-15,食品,86.28,30,0,56.28
1401,692,2025-08-13,服饰,52.14,0,0,52.14
1402,1648,2025-07-15,食品,58.05,0,0,58.05
1403,89,2025-08-20,食品,75.42,0,1,75.42
1404,195,2025-09-27,数码,47.89,5,0,42.89
1405,1668,2025-09-07,美妆,124.63,30,1,94.63
1406,127,2025-08-11,数码,19.69,0,0,19.69
1407,1919,2025-07-29,食品,51.28,10,0,41.28
1408,1518,2025-08-02,数码,93.75,0,0,93.75
1409,1331,2025-07-03,食品,37.91,0,0,37.91
1410,1073,2025-07-03,美妆,52.87,10,0,42.87
1411,179,2025-09-10,美妆,83.64,10,0,73.64
1412,830,2025-09-16,家居,139.08,10,1,129.08
1413,1616,2025-09-28,服饰,29.62,0,1,29.62
1414,1808,2025-08-27,美妆,28.43,0,0,28.43
1415,894,2025-09-24,食品,35.86,10,0,25.86
1416,1679,2025-08-08,服饰,25.9,10,1,15.9
1417,1554,2025-07-24,家居,26.94,5,0,21.94
1418,116,2025-07-23,美妆,35.34,0,0,35.34
1419,1241,2025-07-22,美妆,118.92,20,0,98.92
1420,1233,2025-09-07,美妆,50.82,0,0,50.82
1421,1086,2025-07-01,服饰,61.39,10,0,51.39
1422,1545,2025-09-25,数码,35.68,10,0,25.68
1423,1779,2025-09-10,食品,85.49,0,1,85.49
1424,1101,2025-08-05,美妆,169.3,5,0,164.3
1425,641,2025-09-03,家居,37.03,5,0,32.03
1426,1967,2025-07-13,数码,155.81,10,1,145.81
1427,1928,2025-08-09,食品,73.73,30,0,43.73
1428,1373,2025-07-11,食品,60.9,5,1,55.9
1429,1282,2025-07-11,数码,75.19,0,0,75.19
1430,209,2025-07-01,服饰,74.8,0,0,74.8
1431,804,2025-09-12,家居,167.57,10,0,157.57
1432,397,2025-09-07,美妆,80.33,0,0,80.33
1433,1030,2025-09-21,服饰,81.26,20,0,61.26
1434,1653,2025-09-29,食品,47.85,0,0,47.85
1435,450,2025-09-27,家居,95.73,0,0,95.73
1436,1994,2025-09-30,数码,35.65,0,0,35.65
1437,260,2025-07-02,美妆,64.07,20,0,44.07
1438,197,2025-09-11,美妆,294.66,10,0,284.66
1439,1949,2025-09-05,食品,15.22,5,1,10.22
1440,201,2025-07-15,美妆,68.6,0,1,68.6
1441,1471,2025-07-13,家居,70.06,30,1,40.06
1442,1527,2025-09-28,美妆,53.23,20,0,33.23
1443,661,2025-09-20,美妆,53.92,5,1,48.92
1444,129,2025-07-31,服饰,63.45,20,0,43.45
1445,617,2025-07-07,数码,52.53,30,0,22.53
1446,138,2025-07-31,服饰,68.18,0,1,68.18
1447,1345,2025-07-01,家居,46.15,0,0,46.15
1448,1778,2025-09-02,家居,183.52,5,0,178.52
1449,1995,2025-08-04,服饰,52.53,5,0,47.53
1450,1601,2025-07-05,服饰,82.54,20,1,62.54
1451,1550,2025-09-29,家居,41.76,5,0,36.76
1452,1764,2025-09-14,服饰,100.81,0,1,100.81
1453,1540,2025-09-22,食品,90.32,5,0,85.32
1454,1302,2025-09-30,家居,75.99,10,0,65.99
1455,1993,2025-07-02,服饰,34.29,0,0,34.29
1456,646,2025-09-10,数码,39.89,0,1,39.89
1457,826,2025-09-11,美妆,152.54,0,0,152.54
1458,1813,2025-09-10,食品,39.65,20,1,19.65
1459,623,2025-07-25,家居,85.84,0,0,85.84
1460,598,2025-08-05,数码,35.89,0,1,35.89
1461,305,2025-09-24,美妆,105.07,20,0,85.07
1462,552,2025-07-07,家居,41.37,0,0,41.37
1463,1188,2025-08-28,食品,35.53,10,0,25.53
1464,1773,2025-09-11,服饰,40.78,5,0,35.78
1465,273,2025-09-12,美妆,44.5,20,0,24.5
1466,1362,2025-08-24,美妆,75.38,0,0,75.38
1467,1533,2025-09-09,数码,62.69,0,1,62.69
1468,1792,2025-09-22,家居,33.04,0,0,33.04
1469,1501,2025-09-09,服饰,59.42,30,0,29.42
1470,312,2025-07-11,数码,32.17,20,0,12.17
1471,978,2025-07-23,家居,85.97,0,0,85.97
1472,1905,2025-07-29,家居,95.09,0,0,95.09
1473,1817,2025-08-01,数码,59.55,0,1,59.55
1474,1226,2025-08-03,美妆,70.06,0,0,70.06
1475,1927,2025-07-21,服饰,158.17,0,0,158.17
1476,1337,2025-09-01,家居,55.33,20,0,35.33
1477,130,2025-07-11,食品,35.9,0,0,35.9
1478,1829,2025-09-11,美妆,82.98,20,0,62.98
1479,337,2025-08-30,数码,32.36,0,1,32.36
1480,762,2025-09-27,数码,53.74,20,0,33.74
1481,477,2025-07-01,家居,43.4,5,0,38.4
1482,1440,2025-07-28,家居,41.02,0,0,41.02
1483,60,2025-09-21,家居,52.59,20,1,32.59
1484,1281,2025-08-15,服饰,98.98,0,0,98.98
1485,1729,2025-08-21,服饰,110.84,20,0,90.84
1486,1576,2025-07-03,美妆,100.43,20,0,80.43
1487,614,2025-09-09,数码,72.6,30,0,42.6
1488,1794,2025-07-24,食品,52.37,20,0,32.37
1489,725,2025-09-27,家居,16.5,0,0,16.5
1490,1361,2025-08-04,家居,73.86,5,0,68.86
1491,1014,2025-07-18,家居,17.23,10,0,7.23
1492,136,2025-08-24,服饰,20.95,0,1,20.95
1493,6,2025-08-13,数码,55.21,5,0,50.21
1494,367,2025-08-13,家居,69.79,0,0,69.79
1495,1870,2025-09-26,家居,47.08,10,0,37.08
1496,1908,2025-08-03,美妆,140.41,0,0,140.41
1497,821,2025-08-06,数码,77.8,0,0,77.8
1498,1938,2025-08-27,食品,52.61,30,0,22.61
1499,99,2025-07-16,服饰,129.34,20,0,109.34
1500,1935,2025-09-15,美妆,142.71,0,0,142.71
1501,462,2025-07-22,美妆,79.99,0,0,79.99
1502,74,2025-07-23,家居,39.39,10,0,29.39
1503,1516,2025-07-01,服饰,44.58,0,0,44.58
1504,765,2025-08-01,服饰,27.23,10,0,17.23
1505,585,2025-08-23,食品,58.95,20,0,38.95
1506,1520,2025-09-03,食品,33.87,0,0,33.87
1507,667,2025-09-21,食品,50.35,0,0,50.35
1508,1506,2025-09-10,服饰,69.64,0,1,69.64
1509,391,2025-07-30,食品,20.27,0,0,20.27
1510,172,2025-09-14,家居,30.11,10,0,20.11
1511,650,2025-07-18,服饰,45.66,0,1,45.66
1512,1219,2025-07-20,数码,58.62,30,0,28.62
1513,450,2025-08-02,服饰,45.99,10,0,35.99
1514,286,2025-08-19,美妆,52.0,0,1,52.0
1515,1499,2025-07-19,家居,40.92,5,0,35.92
1516,987,2025-09-21,美妆,27.19,5,0,22.19
1517,863,2025-07-25,食品,44.97,5,0,39.97
1518,480,2025-08-06,美妆,53.66,10,0,43.66
1519,36,2025-08-25,数码,50.87,0,0,50.87
1520,107,2025-08-09,食品,64.17,0,1,64.17
1521,1363,2025-08-07,食品,75.97,0,0,75.97
1522,161,2025-09-29,家居,87.79,0,0,87.79
1523,494,2025-08-10,食品,42.59,10,1,32.59
1524,1822,2025-07-11,食品,25.36,30,1,1.0
1525,688,2025-09-06,家居,121.43,10,0,111.43
1526,1490,2025-09-03,食品,74.59,30,0,44.59
1527,687,2025-07-21,家居,35.69,10,0,25.69
1528,1864,2025-09-17,数码,70.3,0,1,70.3
1529,1644,2025-08-06,家居,108.57,20,1,88.57
1530,940,2025-07-14,食品,156.19,0,1,156.19
1531,1369,2025-07-16,食品,69.26,0,0,69.26
1532,827,2025-09-04,服饰,108.07,30,0,78.07
1533,1889,2025-07-20,服饰,31.02,10,0,21.02
1534,717,2025-08-13,服饰,59.16,30,0,29.16
1535,1673,2025-09-06,数码,50.19,0,0,50.19
1536,1233,2025-09-17,美妆,72.85,20,0,52.85
1537,1288,2025-08-15,美妆,146.37,0,0,146.37
1538,704,2025-09-22,数码,69.23,0,0,69.23
1539,1666,2025-07-28,美妆,36.03,20,1,16.03
1540,1493,2025-09-19,服饰,30.12,5,0,25.12
1541,1631,2025-07-24,食品,149.18,10,1,139.18
1542,1603,2025-07-06,食品,80.04,20,0,60.04
1543,316,2025-09-05,服饰,77.2,20,0,57.2
1544,1752,2025-09-08,美妆,49.95,0,0,49.95
1545,1684,2025-09-24,美妆,69.92,0,0,69.92
1546,486,2025-09-23,数码,35.06,30,1,5.06
1547,1964,2025-07-10,美妆,74.66,10,0,64.66
1548,1055,2025-08-27,服饰,31.62,5,1,26.62
1549,644,2025-09-03,美妆,49.52,0,1,49.52
1550,447,2025-08-25,食品,42.37,0,0,42.37
1551,730,2025-07-02,数码,10.06,30,0,1.0
1552,76,2025-07-05,服饰,49.86,5,0,44.86
1553,1382,2025-08-31,家居,36.8,20,0,16.8
1554,1416,2025-09-17,美妆,53.75,0,0,53.75
1555,1336,2025-07-17,美妆,60.4,0,0,60.4
1556,1098,2025-07-05,服饰,159.55,10,1,149.55
1557,726,2025-08-07,美妆,71.35,20,0,51.35
1558,1448,2025-07-29,食品,72.51,0,1,72.51
1559,1743,2025-09-29,数码,79.25,0,0,79.25
1560,176,2025-09-24,数码,97.47,10,0,87.47
1561,766,2025-08-21,食品,77.47,0,1,77.47
1562,1992,2025-09-26,服饰,70.45,5,0,65.45
1563,1724,2025-07-22,美妆,89.23,10,0,79.23
1564,1989,2025-09-30,数码,15.88,0,1,15.88
1565,367,2025-08-11,数码,190.37,10,1,180.37
1566,930,2025-08-13,食品,144.65,0,0,144.65
1567,261,2025-07-05,食品,67.99,10,1,57.99
1568,1733,2025-07-17,食品,27.74,20,0,7.74
1569,1038,2025-07-18,家居,117.41,20,0,97.41
1570,488,2025-08-14,食品,41.2,10,0,31.2
1571,181,2025-07-18,食品,80.93,10,0,70.93
1572,1476,2025-07-10,美妆,29.8,0,0,29.8
1573,1624,2025-08-25,食品,205.31,5,0,200.31
1574,1759,2025-09-19,数码,27.3,0,0,27.3
1575,1943,2025-07-07,家居,62.67,10,1,52.67
1576,1630,2025-08-21,数码,18.78,0,1,18.78
1577,1573,2025-09-27,数码,58.99,5,1,53.99
1578,1624,2025-08-07,数码,47.76,5,0,42.76
1579,1998,2025-07-17,服饰,112.78,10,1,102.78
1580,927,2025-07-08,美妆,47.75,0,0,47.75
1581,1518,2025-09-25,美妆,112.87,5,0,107.87
1582,1640,2025-08-07,数码,34.35,10,0,24.35
1583,233,2025-07-10,数码,51.67,30,0,21.67
1584,1382,2025-09-18,服饰,52.25,10,0,42.25
1585,678,2025-09-12,服饰,79.25,0,0,79.25
1586,265,2025-09-03,食品,73.89,20,1,53.89
1587,341,2025-07-08,家居,89.77,0,0,89.77
1588,229,2025-07-08,服饰,69.88,0,0,69.88
1589,1796,2025-07-21,家居,86.81,0,0,86.81
1590,1544,2025-07-15,服饰,36.82,5,0,31.82
1591,205,2025-08-18,美妆,74.73,10,1,64.73
1592,1251,2025-08-06,数码,146.13,5,0,141.13
1593,1321,2025-09-09,数码,23.95,20,0,3.95
1594,1039,2025-07-10,家居,78.96,10,0,68.96
1595,1213,2025-09-05,服饰,87.55,0,0,87.55
1596,1815,2025-09-24,服饰,134.78,5,0,129.78
1597,1038,2025-07-13,食品,89.96,10,0,79.96
1598,1320,2025-08-30,食品,63.76,5,0,58.76
1599,1143,2025-08-16,美妆,76.44,5,0,71.44
1600,793,2025-07-09,数码,40.27,5,1,35.27
1601,1782,2025-07-27,美妆,48.75,5,0,43.75
1602,828,2025-09-11,家居,28.94,0,0,28.94
1603,1600,2025-09-18,服饰,136.71,20,0,116.71
1604,1211,2025-08-03,数码,77.29,0,0,77.29
1605,1370,2025-07-10,食品,36.46,0,0,36.46
1606,1521,2025-07-23,服饰,70.05,10,0,60.05
1607,1472,2025-09-16,数码,114.16,20,0,94.16
1608,1129,2025-08-22,服饰,104.17,10,0,94.17
1609,1231,2025-08-09,食品,36.23,5,0,31.23
1610,1018,2025-07-02,数码,10.77,30,0,1.0
1611,679,2025-09-11,服饰,75.0,5,1,70.0
1612,1454,2025-08-12,美妆,37.05,5,0,32.05
1613,1758,2025-08-20,美妆,84.97,10,1,74.97
1614,1411,2025-09-16,家居,101.76,5,0,96.76
1615,1545,2025-08-21,美妆,111.33,10,0,101.33
1616,1661,2025-09-24,家居,157.53,30,0,127.53
1617,735,2025-08-21,食品,119.1,0,0,119.1
1618,126,2025-08-01,家居,157.95,0,1,157.95
1619,676,2025-09-23,家居,128.83,5,0,123.83
1620,1510,2025-08-29,美妆,135.15,5,0,130.15
1621,1632,2025-09-08,食品,59.0,10,0,49.0
1622,1028,2025-07-21,数码,29.69,30,0,1.0
1623,1558,2025-08-31,服饰,236.33,10,1,226.33
1624,150,2025-08-21,数码,62.47,30,1,32.47
1625,1289,2025-07-10,食品,118.6,0,0,118.6
1626,1359,2025-07-24,服饰,44.58,0,1,44.58
1627,1016,2025-09-22,家居,102.53,0,0,102.53
1628,1434,2025-08-22,美妆,15.73,20,0,1.0
1629,983,2025-09-10,家居,48.15,0,0,48.15
1630,1048,2025-07-16,美妆,57.16,0,1,57.16
1631,1208,2025-07-21,食品,77.82,5,1,72.82
1632,1588,2025-09-25,美妆,108.81,0,0,108.81
1633,498,2025-08-08,家居,33.06,10,0,23.06
1634,601,2025-09-20,家居,86.75,20,0,66.75
1635,838,2025-09-13,数码,118.47,0,1,118.47
1636,404,2025-07-31,家居,219.26,5,0,214.26
1637,669,2025-09-26,数码,89.0,0,1,89.0
1638,702,2025-09-10,美妆,46.87,0,0,46.87
1639,629,2025-07-12,家居,29.98,0,0,29.98
1640,821,2025-07-09,食品,165.02,10,0,155.02
1641,1010,2025-07-12,美妆,90.52,10,0,80.52
1642,1392,2025-09-07,服饰,59.62,10,0,49.62
1643,606,2025-07-14,数码,24.76,20,1,4.76
1644,1692,2025-07-26,美妆,36.16,0,0,36.16
1645,959,2025-08-09,数码,85.39,10,0,75.39
1646,1442,2025-07-13,服饰,73.3,10,0,63.3
1647,230,2025-07-31,数码,20.69,0,0,20.69
1648,348,2025-09-01,数码,85.45,0,0,85.45
1649,908,2025-09-28,食品,25.47,0,0,25.47
1650,733,2025-08-13,数码,127.07,0,1,127.07
1651,993,2025-09-07,家居,67.67,0,0,67.67
1652,317,2025-08-18,家居,46.76,0,0,46.76
1653,948,2025-08-12,食品,104.02,30,0,74.02
1654,1374,2025-08-17,家居,73.29,20,0,53.29
1655,1457,2025-09-27,家居,125.05,10,1,115.05
1656,497,2025-07-06,服饰,63.07,10,0,53.07
1657,689,2025-08-17,美妆,65.13,30,1,35.13
1658,1051,2025-07-05,数码,51.58,5,0,46.58
1659,1036,2025-09-19,食品,69.73,5,0,64.73
1660,1584,2025-08-25,服饰,153.53,10,0,143.53
1661,781,2025-07-05,食品,45.76,30,0,15.76
1662,1342,2025-08-27,美妆,86.17,20,1,66.17
1663,1768,2025-08-10,数码,37.18,0,0,37.18
1664,597,2025-07-05,食品,19.36,10,0,9.36
1665,1646,2025-09-29,服饰,67.63,0,0,67.63
1666,666,2025-08-04,服饰,73.97,0,0,73.97
1667,669,2025-07-03,美妆,56.8,5,1,51.8
1668,1307,2025-08-26,服饰,26.5,10,0,16.5
1669,1244,2025-08-04,家居,71.33,0,1,71.33
1670,1099,2025-08-30,美妆,69.86,0,0,69.86
1671,463,2025-07-15,数码,37.01,10,1,27.01
1672,193,2025-09-15,服饰,28.66,0,1,28.66
1673,1818,2025-08-08,食品,52.52,20,1,32.52
1674,1748,2025-08-08,家居,86.41,5,1,81.41
1675,1774,2025-09-12,数码,75.88,10,0,65.88
1676,1026,2025-08-20,美妆,37.17,0,0,37.17
1677,1770,2025-07-01,数码,65.06,30,1,35.06
1678,947,2025-08-23,食品,98.29,30,1,68.29
1679,152,2025-08-29,美妆,31.66,0,0,31.66
1680,397,2025-07-29,家居,62.47,10,0,52.47
1681,546,2025-07-17,家居,126.07,20,0,106.07
1682,754,2025-07-05,食品,29.93,0,0,29.93
1683,1879,2025-09-16,服饰,113.92,10,0,103.92
1684,666,2025-07-01,食品,147.02,20,0,127.02
1685,1226,2025-08-23,食品,53.4,5,0,48.4
1686,542,2025-09-15,家居,49.97,30,0,19.97
1687,1287,2025-08-02,数码,106.51,0,0,106.51
1688,1135,2025-07-19,美妆,54.47,30,0,24.47
1689,301,2025-09-04,食品,16.54,30,0,1.0
1690,925,2025-08-27,服饰,57.15,0,0,57.15
1691,211,2025-07-02,食品,78.16,5,0,73.16
1692,1779,2025-08-23,食品,90.65,10,0,80.65
1693,1409,2025-07-01,食品,37.18,20,1,17.18
1694,1883,2025-08-06,食品,52.02,0,1,52.02
1695,1752,2025-07-28,食品,103.27,0,0,103.27
1696,439,2025-09-15,数码,58.38,20,1,38.38
1697,1415,2025-09-28,食品,26.03,5,0,21.03
1698,201,2025-09-03,服饰,119.19,10,0,109.19
1699,1922,2025-09-06,数码,53.64,10,1,43.64
1700,1571,2025-07-03,数码,109.97,30,1,79.97
1701,1361,2025-07-06,数码,28.01,0,0,28.01
1702,1990,2025-09-10,数码,56.46,30,0,26.46
1703,1694,2025-08-09,服饰,79.87,10,0,69.87
1704,1728,2025-08-16,家居,57.52,30,0,27.52
1705,201,2025-09-02,家居,31.48,0,0,31.48
1706,48,2025-08-01,服饰,16.24,10,0,6.24
1707,1923,2025-09-01,美妆,139.46,20,1,119.46
1708,503,2025-09-05,美妆,69.16,20,0,49.16
1709,853,2025-07-23,家居,114.63,0,0,114.63
1710,87,2025-09-02,家居,100.56,5,1,95.56
1711,1247,2025-07-16,美妆,83.79,0,1,83.79
1712,1642,2025-07-29,数码,50.57,0,0,50.57
1713,1684,2025-09-10,美妆,78.99,10,0,68.99
1714,1163,2025-09-29,服饰,132.67,30,0,102.67
1715,1323,2025-07-06,美妆,63.16,10,0,53.16
1716,1028,2025-08-29,服饰,171.73,0,0,171.73
1717,893,2025-08-22,家居,26.45,0,0,26.45
1718,1109,2025-08-25,数码,24.93,5,0,19.93
1719,1872,2025-09-11,服饰,103.9,0,0,103.9
1720,505,2025-07-07,食品,38.46,20,0,18.46
1721,941,2025-09-07,美妆,185.64,0,1,185.64
1722,1204,2025-07-26,食品,125.91,0,1,125.91
1723,1141,2025-07-15,家居,144.48,10,0,134.48
1724,62,2025-08-11,家居,98.14,0,0,98.14
1725,575,2025-07-03,家居,36.35,5,0,31.35
1726,1293,2025-08-28,美妆,24.22,5,0,19.22
1727,1389,2025-08-21,服饰,137.33,0,1,137.33
1728,1469,2025-08-17,服饰,26.45,10,0,16.45
1729,1983,2025-07-03,服饰,144.27,5,0,139.27
1730,1347,2025-09-09,数码,87.21,10,0,77.21
1731,1160,2025-07-04,数码,57.86,0,0,57.86
1732,665,2025-07-25,家居,76.95,5,1,71.95
1733,741,2025-08-06,服饰,77.94,10,1,67.94
1734,1653,2025-09-03,美妆,53.98,0,0,53.98
1735,938,2025-08-07,数码,132.18,0,0,132.18
1736,1432,2025-09-14,数码,129.71,0,0,129.71
1737,249,2025-09-24,食品,65.73,0,1,65.73
1738,257,2025-09-09,服饰,43.38,0,0,43.38
1739,431,2025-07-04,食品,123.75,30,0,93.75
1740,391,2025-09-09,服饰,19.84,5,0,14.84
1741,1214,2025-07-19,食品,77.03,5,0,72.03
1742,1275,2025-09-20,家居,90.63,0,0,90.63
1743,1116,2025-09-29,服饰,38.26,0,0,38.26
1744,579,2025-07-08,服饰,103.09,20,1,83.09
1745,1154,2025-07-10,数码,59.47,10,0,49.47
1746,239,2025-09-03,服饰,44.7,30,1,14.7
1747,946,2025-07-14,家居,102.49,0,0,102.49
1748,310,2025-09-28,数码,33.21,0,0,33.21
1749,154,2025-08-19,食品,97.33,10,0,87.33
1750,332,2025-08-22,美妆,20.28,0,1,20.28
1751,223,2025-09-18,美妆,70.61,0,0,70.61
1752,956,2025-07-20,美妆,61.81,0,0,61.81
1753,1092,2025-08-21,家居,44.84,0,0,44.84
1754,1215,2025-09-30,数码,74.76,20,1,54.76
1755,880,2025-07-03,美妆,57.76,20,0,37.76
1756,353,2025-07-17,服饰,107.78,10,0,97.78
1757,42,2025-07-14,食品,82.11,5,0,77.11
1758,1425,2025-07-31,数码,77.4,20,0,57.4
1759,1966,2025-07-12,数码,70.85,10,0,60.85
1760,563,2025-07-16,美妆,46.54,20,0,26.54
1761,410,2025-09-17,食品,51.11,5,0,46.11
1762,624,2025-08-12,服饰,69.17,30,1,39.17
1763,429,2025-08-02,食品,54.85,0,0,54.85
1764,447,2025-08-08,数码,111.2,10,0,101.2
1765,990,2025-09-28,美妆,63.52,20,0,43.52
1766,1571,2025-08-15,美妆,74.2,20,0,54.2
1767,1425,2025-08-13,食品,27.9,30,1,1.0
1768,1920,2025-09-24,家居,101.37,5,1,96.37
1769,715,2025-07-04,数码,43.83,10,0,33.83
1770,985,2025-08-14,家居,34.01,0,1,34.01
1771,761,2025-09-07,服饰,149.22,10,0,139.22
1772,85,2025-08-17,家居,88.56,0,1,88.56
1773,777,2025-09-18,服饰,103.28,5,0,98.28
1774,522,2025-09-20,美妆,77.48,30,1,47.48
1775,958,2025-07-31,食品,57.33,20,1,37.33
1776,317,2025-09-14,美妆,51.74,5,0,46.74
1777,1484,2025-07-23,家居,92.62,0,0,92.62
1778,1686,2025-07-23,家居,112.49,5,1,107.49
1779,1922,2025-09-28,食品,58.12,0,0,58.12
1780,170,2025-07-02,食品,188.65,0,0,188.65
1781,236,2025-08-02,数码,54.13,30,0,24.13
1782,1933,2025-08-27,数码,28.03,5,0,23.03
1783,1697,2025-08-08,食品,23.41,0,0,23.41
1784,1178,2025-09-16,家居,23.85,10,1,13.85
1785,644,2025-07-24,服饰,48.06,0,1,48.06
1786,1036,2025-08-20,美妆,53.11,5,0,48.11
1787,1072,2025-07-12,服饰,87.83,0,1,87.83
1788,1695,2025-07-20,服饰,59.4,0,0,59.4
1789,1059,2025-07-16,服饰,95.95,5,0,90.95
1790,56,2025-09-07,数码,61.85,10,0,51.85
1791,1400,2025-07-19,家居,60.79,5,0,55.79
1792,1555,2025-08-31,食品,43.92,20,0,23.92
1793,597,2025-08-01,食品,131.95,30,0,101.95
1794,234,2025-08-21,美妆,25.99,20,0,5.99
1795,285,2025-09-19,服饰,71.22,30,0,41.22
1796,1682,2025-09-18,食品,54.6,30,0,24.6
1797,896,2025-07-02,服饰,92.76,20,0,72.76
1798,1059,2025-09-11,数码,59.65,0,0,59.65
1799,1922,2025-09-26,食品,60.63,0,1,60.63
1800,123,2025-08-31,美妆,52.11,10,0,42.11
1801,412,2025-07-18,服饰,129.84,20,1,109.84
1802,1667,2025-08-31,美妆,60.42,20,1,40.42
1803,1081,2025-08-28,服饰,178.27,10,1,168.27
1804,55,2025-08-30,数码,70.09,20,0,50.09
1805,1406,2025-08-09,食品,61.07,10,0,51.07
1806,277,2025-08-18,数码,55.71,10,0,45.71
1807,1565,2025-08-29,食品,82.3,0,0,82.3
1808,1596,2025-08-12,家居,43.66,5,0,38.66
1809,1649,2025-09-10,数码,65.38,0,0,65.38
1810,930,2025-09-04,服饰,60.61,0,0,60.61
1811,536,2025-07-28,服饰,72.16,5,1,67.16
1812,1763,2025-08-26,家居,73.15,0,0,73.15
1813,1118,2025-09-08,美妆,75.27,30,1,45.27
1814,1271,2025-08-15,数码,63.57,5,1,58.57
1815,274,2025-09-04,数码,143.01,10,1,133.01
1816,1248,2025-07-12,数码,76.13,0,0,76.13
1817,1161,2025-08-05,美妆,252.98,20,1,232.98
1818,585,2025-09-03,美妆,62.02,5,0,57.02
1819,1534,2025-09-21,食品,102.25,10,1,92.25
1820,268,2025-08-29,服饰,40.47,10,0,30.47
1821,1439,2025-08-31,美妆,130.38,5,0,125.38
1822,1923,2025-08-01,食品,40.96,10,0,30.96
1823,1135,2025-09-03,美妆,77.54,10,1,67.54
1824,210,2025-08-02,美妆,52.17,20,1,32.17
1825,1107,2025-07-05,家居,77.37,0,0,77.37
1826,1059,2025-07-23,美妆,53.03,30,1,23.03
1827,1105,2025-08-26,家居,39.09,5,0,34.09
1828,546,2025-09-27,家居,51.97,0,1,51.97
1829,1253,2025-08-15,数码,140.87,0,0,140.87
1830,529,2025-09-18,服饰,78.02,5,1,73.02
1831,1116,2025-09-10,美妆,29.7,0,1,29.7
1832,1190,2025-08-21,家居,110.22,20,0,90.22
1833,1292,2025-09-12,服饰,36.95,10,0,26.95
1834,1596,2025-08-06,食品,90.82,30,0,60.82
1835,1766,2025-08-10,食品,81.8,0,1,81.8
1836,1555,2025-09-06,家居,84.69,10,0,74.69
1837,1592,2025-08-28,家居,167.21,0,1,167.21
1838,1738,2025-08-18,美妆,38.25,5,1,33.25
1839,485,2025-08-09,食品,84.43,5,0,79.43
1840,586,2025-09-28,数码,120.64,10,0,110.64
1841,1067,2025-07-07,家居,42.36,10,0,32.36
1842,932,2025-07-06,食品,40.04,0,0,40.04
1843,1405,2025-08-14,服饰,51.52,0,1,51.52
1844,19,2025-07-04,家居,72.14,5,0,67.14
1845,278,2025-08-01,食品,27.78,0,0,27.78
1846,1494,2025-08-22,服饰,81.72,10,0,71.72
1847,1644,2025-08-07,服饰,27.81,5,1,22.81
1848,605,2025-07-19,美妆,122.9,20,0,102.9
1849,622,2025-07-27,数码,80.04,30,0,50.04
1850,1123,2025-08-25,家居,172.82,5,0,167.82
1851,955,2025-09-26,食品,87.17,30,1,57.17
1852,339,2025-09-10,服饰,51.03,20,0,31.03
1853,1001,2025-08-20,家居,38.89,0,0,38.89
1854,1639,2025-07-13,数码,68.81,20,1,48.81
1855,1460,2025-07-23,食品,59.34,5,0,54.34
1856,1635,2025-08-10,服饰,115.86,10,0,105.86
1857,1288,2025-07-23,家居,36.21,10,0,26.21
1858,1755,2025-09-02,服饰,183.37,20,0,163.37
1859,500,2025-08-03,数码,121.65,20,0,101.65
1860,92,2025-09-15,食品,53.95,20,0,33.95
1861,229,2025-07-25,食品,162.2,0,0,162.2
1862,1985,2025-08-15,食品,39.22,30,0,9.22
1863,1282,2025-09-04,美妆,67.56,10,0,57.56
1864,496,2025-07-19,食品,29.9,20,0,9.9
1865,1709,2025-09-09,美妆,166.6,20,0,146.6
1866,619,2025-08-23,食品,24.38,0,0,24.38
1867,1195,2025-08-29,数码,27.32,0,0,27.32
1868,499,2025-08-11,数码,42.56,20,1,22.56
1869,190,2025-09-25,服饰,124.87,30,0,94.87
1870,536,2025-09-10,家居,102.02,20,1,82.02
