user_id,channel,experiment_group,received_coupon,converted,order_value,coupon_cost,net_revenue
548,达人推荐,实验组,1,0,0.0,0,0.0
549,自然流量,对照组,0,0,0.0,0,0.0
550,自然流量,对照组,0,1,59.52,0,59.52
551,自然流量,对照组,0,0,0.0,0,0.0
552,短视频投放,实验组,1,0,0.0,0,0.0
553,自然流量,实验组,1,0,0.0,0,0.0
554,短视频投放,对照组,0,0,0.0,0,0.0
555,自然流量,对照组,0,0,0.0,0,0.0
556,达人推荐,对照组,0,1,110.0,0,110.0
557,站内活动,对照组,0,1,43.11,0,43.11
558,短视频投放,实验组,1,0,0.0,0,0.0
559,达人推荐,对照组,0,0,0.0,0,0.0
560,站内活动,对照组,0,0,0.0,0,0.0
561,站内活动,对照组,0,0,0.0,0,0.0
562,达人推荐,实验组,1,0,0.0,0,0.0
563,站内活动,实验组,1,0,0.0,0,0.0
564,站内活动,对照组,0,0,0.0,0,0.0
565,达人推荐,实验组,1,0,0.0,0,0.0
566,短视频投放,实验组,1,0,0.0,0,0.0
567,自然流量,对照组,0,0,0.0,0,0.0
568,自然流量,对照组,0,1,42.35,0,42.35
569,短视频投放,对照组,0,0,0.0,0,0.0
570,短视频投放,对照组,0,0,0.0,0,0.0
571,短视频投放,对照组,0,0,0.0,0,0.0
572,短视频投放,对照组,0,0,0.0,0,0.0
573,短视频投放,对照组,0,0,0.0,0,0.0
574,站内活动,对照组,0,1,44.6,0,44.6
575,自然流量,实验组,1,0,0.0,0,0.0
576,自然流量,实验组,1,0,0.0,0,0.0
577,达人推荐,对照组,0,0,0.0,0,0.0
578,站内活动,实验组,1,0,0.0,0,0.0
579,站内活动,实验组,1,1,50.71,10,40.71
580,站内活动,对照组,0,0,0.0,0,0.0
581,站内活动,对照组,0,0,0.0,0,0.0
582,自然流量,实验组,1,1,40.14,10,30.14
583,短视频投放,实验组,1,0,0.0,0,0.0
584,自然流量,对照组,0,0,0.0,0,0.0
585,达人推荐,实验组,1,0,0.0,0,0.0
586,站内活动,对照组,0,0,0.0,0,0.0
587,自然流量,实验组,1,0,0.0,0,0.0
588,短视频投放,对照组,0,0,0.0,0,0.0
589,自然流量,实验组,1,0,0.0,0,0.0
590,自然流量,实验组,1,0,0.0,0,0.0
591,自然流量,实验组,1,1,25.73,10,15.73
592,自然流量,对照组,0,0,0.0,0,0.0
593,站内活动,对照组,0,0,0.0,0,0.0
594,短视频投放,实验组,1,0,0.0,0,0.0
595,站内活动,实验组,1,0,0.0,0,0.0
596,达人推荐,实验组,1,0,0.0,0,0.0
597,自然流量,对照组,0,0,0.0,0,0.0
598,自然流量,实验组,1,0,0.0,0,0.0
599,站内活动,对照组,0,0,0.0,0,0.0
600,自然流量,实验组,1,0,0.0,0,0.0
601,站内活动,对照组,0,0,0.0,0,0.0
602,自然流量,对照组,0,0,0.0,0,0.0
603,达人推荐,对照组,0,0,0.0,0,0.0
604,站内活动,实验组,1,0,0.0,0,0.0
605,自然流量,对照组,0,0,0.0,0,0.0
606,自然流量,对照组,0,0,0.0,0,0.0
607,站内活动,对照组,0,0,0.0,0,0.0
608,自然流量,实验组,1,0,0.0,0,0.0
609,短视频投放,对照组,0,0,0.0,0,0.0
610,短视频投放,对照组,0,0,0.0,0,0.0
611,自然流量,对照组,0,0,0.0,0,0.0
612,达人推荐,实验组,1,0,0.0,0,0.0
613,达人推荐,对照组,0,0,0.0,0,0.0
614,短视频投放,对照组,0,1,99.19,0,99.19
615,站内活动,对照组,0,1,70.19,0,70.19
616,自然流量,对照组,0,1,98.0,0,98.0
617,自然流量,实验组,1,0,0.0,0,0.0
618,短视频投放,对照组,0,0,0.0,0,0.0
619,站内活动,实验组,1,0,0.0,0,0.0
620,自然流量,实验组,1,0,0.0,0,0.0
621,自然流量,对照组,0,0,0.0,0,0.0
622,短视频投放,对照组,0,0,0.0,0,0.0
623,站内活动,对照组,0,0,0.0,0,0.0
624,自然流量,实验组,1,0,0.0,0,0.0
625,短视频投放,对照组,0,0,0.0,0,0.0
626,达人推荐,对照组,0,0,0.0,0,0.0
627,短视频投放,实验组,1,0,0.0,0,0.0
628,自然流量,对照组,0,0,0.0,0,0.0
629,自然流量,对照组,0,0,0.0,0,0.0
630,短视频投放,实验组,1,0,0.0,0,0.0
631,短视频投放,实验组,1,0,0.0,0,0.0
632,站内活动,对照组,0,0,0.0,0,0.0
633,达人推荐,对照组,0,0,0.0,0,0.0
634,达人推荐,对照组,0,0,0.0,0,0.0
635,站内活动,对照组,0,0,0.0,0,0.0
636,短视频投放,对照组,0,0,0.0,0,0.0
637,短视频投放,对照组,0,0,0.0,0,0.0
638,站内活动,对照组,0,0,0.0,0,0.0
639,自然流量,实验组,1,0,0.0,0,0.0
640,达人推荐,实验组,1,0,0.0,0,0.0
641,达人推荐,对照组,0,0,0.0,0,0.0
642,自然流量,实验组,1,0,0.0,0,0.0
643,短视频投放,实验组,1,0,0.0,0,0.0
644,自然流量,实验组,1,1,63.97,10,53.97
645,自然流量,实验组,1,0,0.0,0,0.0
646,短视频投放,对照组,0,0,0.0,0,0.0
647,自然流量,对照组,0,0,0.0,0,0.0
648,达人推荐,实验组,1,0,0.0,0,0.0
649,站内活动,对照组,0,0,0.0,0,0.0
650,站内活动,实验组,1,0,0.0,0,0.0
651,自然流量,对照组,0,0,0.0,0,0.0
652,自然流量,对照组,0,0,0.0,0,0.0
653,自然流量,对照组,0,0,0.0,0,0.0
654,自然流量,实验组,1,0,0.0,0,0.0
655,站内活动,对照组,0,0,0.0,0,0.0
656,短视频投放,实验组,1,0,0.0,0,0.0
657,自然流量,对照组,0,0,0.0,0,0.0
658,站内活动,对照组,0,0,0.0,0,0.0
659,短视频投放,对照组,0,0,0.0,0,0.0
660,自然流量,对照组,0,0,0.0,0,0.0
661,自然流量,对照组,0,0,0.0,0,0.0
662,达人推荐,对照组,0,0,0.0,0,0.0
663,达人推荐,对照组,0,0,0.0,0,0.0
664,自然流量,实验组,1,1,93.42,10,83.42
665,站内活动,对照组,0,0,0.0,0,0.0
666,站内活动,实验组,1,0,0.0,0,0.0
667,站内活动,实验组,1,0,0.0,0,0.0
668,自然流量,对照组,0,0,0.0,0,0.0
669,自然流量,对照组,0,0,0.0,0,0.0
670,站内活动,实验组,1,0,0.0,0,0.0
671,自然流量,对照组,0,0,0.0,0,0.0
672,达人推荐,对照组,0,0,0.0,0,0.0
673,达人推荐,对照组,0,0,0.0,0,0.0
674,自然流量,对照组,0,0,0.0,0,0.0
675,达人推荐,实验组,1,0,0.0,0,0.0
676,站内活动,实验组,1,0,0.0,0,0.0
677,达人推荐,实验组,1,0,0.0,0,0.0
678,短视频投放,实验组,1,1,100.58,10,90.58
679,站内活动,实验组,1,0,0.0,0,0.0
680,短视频投放,实验组,1,0,0.0,0,0.0
681,达人推荐,实验组,1,0,0.0,0,0.0
682,站内活动,实验组,1,0,0.0,0,0.0
683,达人推荐,对照组,0,1,156.12,0,156.12
684,自然流量,对照组,0,0,0.0,0,0.0
685,自然流量,对照组,0,0,0.0,0,0.0
686,自然流量,对照组,0,0,0.0,0,0.0
687,短视频投放,对照组,0,0,0.0,0,0.0
688,短视频投放,实验组,1,0,0.0,0,0.0
689,短视频投放,对照组,0,0,0.0,0,0.0
690,短视频投放,对照组,0,0,0.0,0,0.0
691,达人推荐,实验组,1,1,94.68,10,84.68
692,站内活动,对照组,0,0,0.0,0,0.0
693,自然流量,对照组,0,1,59.26,0,59.26
694,达人推荐,实验组,1,0,0.0,0,0.0
695,达人推荐,对照组,0,0,0.0,0,0.0
696,短视频投放,对照组,0,0,0.0,0,0.0
697,自然流量,对照组,0,0,0.0,0,0.0
698,达人推荐,对照组,0,0,0.0,0,0.0
699,站内活动,对照组,0,0,0.0,0,0.0
700,达人推荐,对照组,0,1,33.33,0,33.33
701,站内活动,实验组,1,0,0.0,0,0.0
702,站内活动,实验组,1,0,0.0,0,0.0
703,短视频投放,对照组,0,1,55.66,0,55.66
704,达人推荐,实验组,1,0,0.0,0,0.0
705,短视频投放,实验组,1,1,112.15,10,102.15
706,站内活动,实验组,1,0,0.0,0,0.0
707,自然流量,实验组,1,0,0.0,0,0.0
708,短视频投放,对照组,0,0,0.0,0,0.0
709,站内活动,对照组,0,0,0.0,0,0.0
710,自然流量,实验组,1,0,0.0,0,0.0
711,达人推荐,实验组,1,0,0.0,0,0.0
712,短视频投放,对照组,0,0,0.0,0,0.0
713,站内活动,实验组,1,0,0.0,0,0.0
714,站内活动,对照组,0,0,0.0,0,0.0
715,自然流量,实验组,1,0,0.0,0,0.0
716,达人推荐,对照组,0,0,0.0,0,0.0
717,自然流量,对照组,0,0,0.0,0,0.0
718,达人推荐,对照组,0,1,89.37,0,89.37
719,达人推荐,对照组,0,1,38.79,0,38.79
720,站内活动,实验组,1,1,107.25,10,97.25
721,自然流量,对照组,0,0,0.0,0,0.0
722,自然流量,对照组,0,0,0.0,0,0.0
723,达人推荐,对照组,0,0,0.0,0,0.0
724,短视频投放,对照组,0,1,79.84,0,79.84
725,短视频投放,对照组,0,0,0.0,0,0.0
726,自然流量,对照组,0,0,0.0,0,0.0
727,自然流量,对照组,0,0,0.0,0,0.0
728,站内活动,对照组,0,0,0.0,0,0.0
729,自然流量,对照组,0,0,0.0,0,0.0
730,短视频投放,对照组,0,0,0.0,0,0.0
731,站内活动,对照组,0,0,0.0,0,0.0
732,自然流量,对照组,0,0,0.0,0,0.0
733,达人推荐,对照组,0,0,0.0,0,0.0
734,自然流量,实验组,1,1,50.45,10,40.45
735,站内活动,实验组,1,0,0.0,0,0.0
736,达人推荐,实验组,1,1,43.5,10,33.5
737,站内活动,实验组,1,0,0.0,0,0.0
738,自然流量,对照组,0,1,50.05,0,50.05
739,短视频投放,对照组,0,0,0.0,0,0.0
740,达人推荐,实验组,1,0,0.0,0,0.0
741,自然流量,对照组,0,0,0.0,0,0.0
742,自然流量,实验组,1,0,0.0,0,0.0
743,自然流量,对照组,0,0,0.0,0,0.0
744,站内活动,实验组,1,0,0.0,0,0.0
745,达人推荐,对照组,0,0,0.0,0,0.0
746,达人推荐,对照组,0,0,0.0,0,0.0
747,达人推荐,对照组,0,0,0.0,0,0.0
748,短视频投放,实验组,1,0,0.0,0,0.0
749,短视频投放,对照组,0,0,0.0,0,0.0
750,短视频投放,对照组,0,1,81.93,0,81.93
751,达人推荐,对照组,0,0,0.0,0,0.0
752,自然流量,实验组,1,0,0.0,0,0.0
753,站内活动,对照组,0,0,0.0,0,0.0
754,站内活动,实验组,1,1,87.84,10,77.84
755,自然流量,实验组,1,0,0.0,0,0.0
756,短视频投放,实验组,1,0,0.0,0,0.0
757,自然流量,对照组,0,0,0.0,0,0.0
758,站内活动,对照组,0,1,100.95,0,100.95
759,站内活动,对照组,0,0,0.0,0,0.0
760,站内活动,对照组,0,0,0.0,0,0.0
761,自然流量,对照组,0,0,0.0,0,0.0
762,自然流量,对照组,0,0,0.0,0,0.0
763,自然流量,对照组,0,0,0.0,0,0.0
764,自然流量,对照组,0,1,142.16,0,142.16
765,自然流量,对照组,0,0,0.0,0,0.0
766,自然流量,对照组,0,0,0.0,0,0.0
767,站内活动,实验组,1,0,0.0,0,0.0
768,自然流量,对照组,0,1,28.52,0,28.52
769,自然流量,实验组,1,0,0.0,0,0.0
770,站内活动,对照组,0,0,0.0,0,0.0
771,短视频投放,对照组,0,0,0.0,0,0.0
772,达人推荐,对照组,0,0,0.0,0,0.0
773,达人推荐,对照组,0,1,231.47,0,231.47
774,站内活动,实验组,1,0,0.0,0,0.0
775,达人推荐,实验组,1,0,0.0,0,0.0
776,短视频投放,对照组,0,0,0.0,0,0.0
777,达人推荐,对照组,0,0,0.0,0,0.0
778,短视频投放,对照组,0,0,0.0,0,0.0
779,自然流量,对照组,0,0,0.0,0,0.0
780,短视频投放,对照组,0,1,80.73,0,80.73
781,自然流量,对照组,0,0,0.0,0,0.0
782,达人推荐,对照组,0,0,0.0,0,0.0
783,自然流量,对照组,0,0,0.0,0,0.0
784,自然流量,对照组,0,0,0.0,0,0.0
785,自然流量,实验组,1,0,0.0,0,0.0
786,站内活动,对照组,0,0,0.0,0,0.0
787,自然流量,对照组,0,0,0.0,0,0.0
788,达人推荐,对照组,0,0,0.0,0,0.0
789,站内活动,实验组,1,0,0.0,0,0.0
790,自然流量,对照组,0,0,0.0,0,0.0
791,达人推荐,实验组,1,0,0.0,0,0.0
792,自然流量,实验组,1,0,0.0,0,0.0
793,自然流量,实验组,1,0,0.0,0,0.0
794,达人推荐,实验组,1,0,0.0,0,0.0
795,站内活动,对照组,0,1,163.32,0,163.32
796,自然流量,对照组,0,0,0.0,0,0.0
797,短视频投放,实验组,1,0,0.0,0,0.0
798,自然流量,对照组,0,0,0.0,0,0.0
799,短视频投放,实验组,1,0,0.0,0,0.0
800,达人推荐,实验组,1,0,0.0,0,0.0
801,达人推荐,对照组,0,0,0.0,0,0.0
802,达人推荐,对照组,0,0,0.0,0,0.0
803,自然流量,对照组,0,0,0.0,0,0.0
804,达人推荐,实验组,1,0,0.0,0,0.0
805,达人推荐,实验组,1,1,174.7,10,164.7
806,达人推荐,实验组,1,0,0.0,0,0.0
807,自然流量,对照组,0,0,0.0,0,0.0
808,短视频投放,对照组,0,0,0.0,0,0.0
809,短视频投放,对照组,0,0,0.0,0,0.0
810,自然流量,对照组,0,0,0.0,0,0.0
811,自然流量,实验组,1,1,130.94,10,120.94
812,短视频投放,对照组,0,0,0.0,0,0.0
813,达人推荐,对照组,0,1,74.8,0,74.8
814,自然流量,实验组,1,1,85.15,10,75.15
815,站内活动,实验组,1,0,0.0,0,0.0
816,短视频投放,实验组,1,0,0.0,0,0.0
817,达人推荐,对照组,0,0,0.0,0,0.0
818,短视频投放,对照组,0,0,0.0,0,0.0
819,短视频投放,实验组,1,0,0.0,0,0.0
820,达人推荐,对照组,0,0,0.0,0,0.0
821,站内活动,实验组,1,0,0.0,0,0.0
822,短视频投放,对照组,0,0,0.0,0,0.0
823,短视频投放,实验组,1,0,0.0,0,0.0
824,达人推荐,对照组,0,0,0.0,0,0.0
825,达人推荐,实验组,1,0,0.0,0,0.0
826,自然流量,对照组,0,0,0.0,0,0.0
827,短视频投放,实验组,1,0,0.0,0,0.0
828,短视频投放,对照组,0,0,0.0,0,0.0
829,站内活动,对照组,0,0,0.0,0,0.0
830,短视频投放,实验组,1,0,0.0,0,0.0
831,短视频投放,对照组,0,0,0.0,0,0.0
832,站内活动,实验组,1,0,0.0,0,0.0
833,短视频投放,实验组,1,0,0.0,0,0.0
834,自然流量,实验组,1,0,0.0,0,0.0
835,自然流量,实验组,1,0,0.0,0,0.0
836,自然流量,实验组,1,0,0.0,0,0.0
837,自然流量,对照组,0,0,0.0,0,0.0
838,短视频投放,实验组,1,0,0.0,0,0.0
839,达人推荐,对照组,0,0,0.0,0,0.0
840,达人推荐,对照组,0,0,0.0,0,0.0
841,自然流量,对照组,0,0,0.0,0,0.0
842,短视频投放,实验组,1,0,0.0,0,0.0
843,自然流量,实验组,1,0,0.0,0,0.0
844,站内活动,实验组,1,0,0.0,0,0.0
845,自然流量,对照组,0,0,0.0,0,0.0
846,达人推荐,对照组,0,0,0.0,0,0.0
847,自然流量,实验组,1,0,0.0,0,0.0
848,达人推荐,实验组,1,0,0.0,0,0.0
849,短视频投放,对照组,0,0,0.0,0,0.0
850,达人推荐,实验组,1,0,0.0,0,0.0
851,自然流量,对照组,0,0,0.0,0,0.0
852,站内活动,对照组,0,0,0.0,0,0.0
853,短视频投放,实验组,1,0,0.0,0,0.0
854,达人推荐,实验组,1,0,0.0,0,0.0
855,站内活动,实验组,1,0,0.0,0,0.0
856,站内活动,对照组,0,0,0.0,0,0.0
857,自然流量,对照组,0,0,0.0,0,0.0
858,自然流量,对照组,0,0,0.0,0,0.0
859,自然流量,实验组,1,1,54.7,10,44.7
860,自然流量,实验组,1,0,0.0,0,0.0
861,短视频投放,对照组,0,1,55.82,0,55.82
862,站内活动,对照组,0,0,0.0,0,0.0
863,站内活动,实验组,1,0,0.0,0,0.0
864,短视频投放,对照组,0,0,0.0,0,0.0
865,达人推荐,对照组,0,0,0.0,0,0.0
866,站内活动,实验组,1,0,0.0,0,0.0
867,站内活动,对照组,0,0,0.0,0,0.0
868,自然流量,实验组,1,1,62.83,10,52.83
869,短视频投放,实验组,1,1,55.22,10,45.22
870,站内活动,对照组,0,0,0.0,0,0.0
871,自然流量,对照组,0,0,0.0,0,0.0
872,短视频投放,对照组,0,0,0.0,0,0.0
873,站内活动,对照组,0,0,0.0,0,0.0
874,站内活动,实验组,1,0,0.0,0,0.0
875,站内活动,对照组,0,0,0.0,0,0.0
876,达人推荐,对照组,0,0,0.0,0,0.0
877,自然流量,实验组,1,0,0.0,0,0.0
878,自然流量,对照组,0,0,0.0,0,0.0
879,短视频投放,实验组,1,0,0.0,0,0.0
880,短视频投放,实验组,1,1,35.19,10,25.19
881,短视频投放,实验组,1,0,0.0,0,0.0
882,达人推荐,对照组,0,0,0.0,0,0.0
883,短视频投放,对照组,0,0,0.0,0,0.0
884,达人推荐,对照组,0,0,0.0,0,0.0
885,自然流量,实验组,1,0,0.0,0,0.0
886,自然流量,实验组,1,0,0.0,0,0.0
887,自然流量,实验组,1,0,0.0,0,0.0
888,自然流量,实验组,1,0,0.0,0,0.0
889,站内活动,对照组,0,0,0.0,0,0.0
890,短视频投放,对照组,0,0,0.0,0,0.0
891,自然流量,实验组,1,0,0.0,0,0.0
892,达人推荐,对照组,0,0,0.0,0,0.0
893,短视频投放,实验组,1,0,0.0,0,0.0
894,自然流量,对照组,0,0,0.0,0,0.0
895,自然流量,对照组,0,0,0.0,0,0.0
896,自然流量,对照组,0,0,0.0,0,0.0
897,达人推荐,对照组,0,1,119.61,0,119.61
898,自然流量,对照组,0,0,0.0,0,0.0
899,自然流量,对照组,0,0,0.0,0,0.0
900,自然流量,对照组,0,0,0.0,0,0.0
901,短视频投放,对照组,0,0,0.0,0,0.0
902,自然流量,对照组,0,0,0.0,0,0.0
903,站内活动,实验组,1,0,0.0,0,0.0
904,自然流量,实验组,1,1,46.32,10,36.32
905,达人推荐,实验组,1,0,0.0,0,0.0
906,短视频投放,对照组,0,1,90.18,0,90.18
907,短视频投放,实验组,1,1,36.96,10,26.96
908,自然流量,对照组,0,1,53.35,0,53.35
909,站内活动,实验组,1,0,0.0,0,0.0
910,站内活动,对照组,0,0,0.0,0,0.0
911,自然流量,实验组,1,0,0.0,0,0.0
912,自然流量,实验组,1,0,0.0,0,0.0
913,站内活动,对照组,0,0,0.0,0,0.0
914,短视频投放,实验组,1,1,75.85,10,65.85
915,自然流量,实验组,1,0,0.0,0,0.0
916,自然流量,实验组,1,0,0.0,0,0.0
917,达人推荐,实验组,1,0,0.0,0,0.0
918,达人推荐,对照组,0,0,0.0,0,0.0
919,短视频投放,对照组,0,0,0.0,0,0.0
920,站内活动,对照组,0,0,0.0,0,0.0
921,短视频投放,实验组,1,0,0.0,0,0.0
922,自然流量,实验组,1,0,0.0,0,0.0
923,短视频投放,对照组,0,0,0.0,0,0.0
924,短视频投放,对照组,0,0,0.0,0,0.0
925,自然流量,对照组,0,1,43.2,0,43.2
926,自然流量,对照组,0,0,0.0,0,0.0
927,短视频投放,实验组,1,0,0.0,0,0.0
928,达人推荐,实验组,1,0,0.0,0,0.0
929,自然流量,对照组,0,0,0.0,0,0.0
930,短视频投放,实验组,1,0,0.0,0,0.0
931,达人推荐,实验组,1,0,0.0,0,0.0
932,达人推荐,对照组,0,0,0.0,0,0.0
933,达人推荐,实验组,1,0,0.0,0,0.0
934,站内活动,对照组,0,0,0.0,0,0.0
935,达人推荐,实验组,1,0,0.0,0,0.0
936,自然流量,对照组,0,0,0.0,0,0.0
937,短视频投放,实验组,1,0,0.0,0,0.0
938,达人推荐,对照组,0,0,0.0,0,0.0
939,自然流量,实验组,1,0,0.0,0,0.0
940,自然流量,实验组,1,0,0.0,0,0.0
941,自然流量,对照组,0,0,0.0,0,0.0
942,短视频投放,对照组,0,0,0.0,0,0.0
943,短视频投放,对照组,0,0,0.0,0,0.0
944,自然流量,实验组,1,0,0.0,0,0.0
945,站内活动,实验组,1,0,0.0,0,0.0
946,站内活动,实验组,1,0,0.0,0,0.0
947,自然流量,实验组,1,0,0.0,0,0.0
948,站内活动,实验组,1,0,0.0,0,0.0
949,自然流量,对照组,0,0,0.0,0,0.0
950,站内活动,实验组,1,0,0.0,0,0.0
951,站内活动,实验组,1,0,0.0,0,0.0
952,自然流量,实验组,1,0,0.0,0,0.0
953,达人推荐,实验组,1,0,0.0,0,0.0
954,站内活动,对照组,0,0,0.0,0,0.0
955,站内活动,实验组,1,0,0.0,0,0.0
956,站内活动,实验组,1,0,0.0,0,0.0
957,短视频投放,对照组,0,0,0.0,0,0.0
958,自然流量,对照组,0,0,0.0,0,0.0
959,站内活动,实验组,1,0,0.0,0,0.0
960,达人推荐,实验组,1,0,0.0,0,0.0
961,达人推荐,对照组,0,0,0.0,0,0.0
962,短视频投放,实验组,1,0,0.0,0,0.0
963,短视频投放,实验组,1,1,88.35,10,78.35
964,自然流量,实验组,1,0,0.0,0,0.0
965,达人推荐,对照组,0,0,0.0,0,0.0
966,自然流量,对照组,0,0,0.0,0,0.0
967,达人推荐,对照组,0,0,0.0,0,0.0
968,站内活动,实验组,1,0,0.0,0,0.0
969,短视频投放,对照组,0,0,0.0,0,0.0
970,短视频投放,实验组,1,0,0.0,0,0.0
971,自然流量,实验组,1,0,0.0,0,0.0
972,站内活动,对照组,0,0,0.0,0,0.0
973,达人推荐,对照组,0,0,0.0,0,0.0
974,短视频投放,实验组,1,0,0.0,0,0.0
975,自然流量,对照组,0,0,0.0,0,0.0
976,自然流量,实验组,1,0,0.0,0,0.0
977,短视频投放,对照组,0,0,0.0,0,0.0
978,站内活动,实验组,1,1,76.22,10,66.22
979,达人推荐,实验组,1,0,0.0,0,0.0
980,自然流量,对照组,0,0,0.0,0,0.0
981,站内活动,对照组,0,0,0.0,0,0.0
982,短视频投放,对照组,0,0,0.0,0,0.0
983,站内活动,对照组,0,0,0.0,0,0.0
984,自然流量,实验组,1,0,0.0,0,0.0
985,达人推荐,实验组,1,0,0.0,0,0.0
986,站内活动,对照组,0,0,0.0,0,0.0
987,自然流量,实验组,1,0,0.0,0,0.0
988,达人推荐,对照组,0,0,0.0,0,0.0
989,站内活动,对照组,0,0,0.0,0,0.0
990,自然流量,对照组,0,1,91.85,0,91.85
991,自然流量,实验组,1,0,0.0,0,0.0
992,达人推荐,对照组,0,1,86.58,0,86.58
993,自然流量,对照组,0,0,0.0,0,0.0
994,自然流量,对照组,0,0,0.0,0,0.0
995,短视频投放,实验组,1,0,0.0,0,0.0
996,达人推荐,对照组,0,0,0.0,0,0.0
997,自然流量,对照组,0,0,0.0,0,0.0
998,自然流量,实验组,1,0,0.0,0,0.0
999,站内活动,实验组,1,0,0.0,0,0.0
1000,短视频投放,实验组,1,0,0.0,0,0.0
1001,站内活动,对照组,0,1,63.15,0,63.15
1002,短视频投放,实验组,1,0,0.0,0,0.0
1003,站内活动,对照组,0,0,0.0,0,0.0
1004,达人推荐,对照组,0,0,0.0,0,0.0
1005,自然流量,对照组,0,0,0.0,0,0.0
1006,站内活动,实验组,1,1,41.35,10,31.35
1007,短视频投放,对照组,0,0,0.0,0,0.0
1008,自然流量,实验组,1,0,0.0,0,0.0
1009,自然流量,对照组,0,1,60.57,0,60.57
1010,达人推荐,实验组,1,0,0.0,0,0.0
1011,自然流量,对照组,0,0,0.0,0,0.0
1012,自然流量,实验组,1,0,0.0,0,0.0
1013,自然流量,实验组,1,1,53.8,10,43.8
1014,短视频投放,对照组,0,0,0.0,0,0.0
1015,短视频投放,实验组,1,0,0.0,0,0.0
1016,短视频投放,对照组,0,0,0.0,0,0.0
1017,自然流量,对照组,0,0,0.0,0,0.0
1018,自然流量,实验组,1,0,0.0,0,0.0
1019,达人推荐,对照组,0,0,0.0,0,0.0
1020,短视频投放,对照组,0,0,0.0,0,0.0
1021,达人推荐,实验组,1,0,0.0,0,0.0
1022,自然流量,对照组,0,0,0.0,0,0.0
1023,自然流量,实验组,1,0,0.0,0,0.0
1024,自然流量,对照组,0,0,0.0,0,0.0
1025,短视频投放,实验组,1,1,145.08,10,135.08
1026,短视频投放,实验组,1,0,0.0,0,0.0
1027,站内活动,对照组,0,0,0.0,0,0.0
1028,短视频投放,实验组,1,0,0.0,0,0.0
1029,短视频投放,对照组,0,0,0.0,0,0.0
1030,短视频投放,对照组,0,0,0.0,0,0.0
1031,自然流量,实验组,1,0,0.0,0,0.0
1032,短视频投放,对照组,0,0,0.0,0,0.0
1033,自然流量,实验组,1,0,0.0,0,0.0
1034,短视频投放,对照组,0,1,68.78,0,68.78
1035,自然流量,对照组,0,0,0.0,0,0.0
1036,达人推荐,对照组,0,0,0.0,0,0.0
1037,站内活动,实验组,1,0,0.0,0,0.0
1038,自然流量,实验组,1,1,62.61,10,52.61
1039,达人推荐,对照组,0,0,0.0,0,0.0
1040,达人推荐,实验组,1,0,0.0,0,0.0
1041,自然流量,对照组,0,0,0.0,0,0.0
1042,达人推荐,对照组,0,0,0.0,0,0.0
1043,达人推荐,对照组,0,0,0.0,0,0.0
1044,站内活动,对照组,0,0,0.0,0,0.0
1045,站内活动,对照组,0,0,0.0,0,0.0
1046,自然流量,实验组,1,0,0.0,0,0.0
1047,短视频投放,对照组,0,0,0.0,0,0.0
1048,短视频投放,实验组,1,1,72.27,10,62.27
1049,自然流量,对照组,0,0,0.0,0,0.0
1050,自然流量,对照组,0,0,0.0,0,0.0
1051,站内活动,实验组,1,1,43.3,10,33.3
1052,自然流量,实验组,1,0,0.0,0,0.0
1053,短视频投放,对照组,0,0,0.0,0,0.0
1054,站内活动,对照组,0,0,0.0,0,0.0
1055,自然流量,实验组,1,0,0.0,0,0.0
1056,短视频投放,实验组,1,0,0.0,0,0.0
1057,站内活动,对照组,0,0,0.0,0,0.0
1058,短视频投放,对照组,0,0,0.0,0,0.0
1059,自然流量,实验组,1,0,0.0,0,0.0
1060,自然流量,实验组,1,0,0.0,0,0.0
1061,站内活动,对照组,0,0,0.0,0,0.0
1062,自然流量,对照组,0,0,0.0,0,0.0
1063,短视频投放,对照组,0,0,0.0,0,0.0
1064,自然流量,对照组,0,0,0.0,0,0.0
1065,短视频投放,对照组,0,0,0.0,0,0.0
1066,站内活动,对照组,0,0,0.0,0,0.0
1067,短视频投放,实验组,1,0,0.0,0,0.0
1068,站内活动,实验组,1,0,0.0,0,0.0
1069,自然流量,实验组,1,0,0.0,0,0.0
1070,短视频投放,对照组,0,0,0.0,0,0.0
1071,站内活动,实验组,1,1,72.8,10,62.8
1072,短视频投放,对照组,0,0,0.0,0,0.0
1073,自然流量,实验组,1,0,0.0,0,0.0
1074,站内活动,对照组,0,1,46.3,0,46.3
1075,短视频投放,实验组,1,0,0.0,0,0.0
1076,短视频投放,实验组,1,0,0.0,0,0.0
1077,站内活动,实验组,1,0,0.0,0,0.0
1078,自然流量,实验组,1,1,136.35,10,126.35
1079,自然流量,实验组,1,0,0.0,0,0.0
1080,自然流量,实验组,1,1,86.16,10,76.16
1081,短视频投放,对照组,0,1,126.47,0,126.47
1082,自然流量,实验组,1,0,0.0,0,0.0
1083,达人推荐,对照组,0,0,0.0,0,0.0
1084,自然流量,实验组,1,0,0.0,0,0.0
1085,达人推荐,实验组,1,0,0.0,0,0.0
1086,自然流量,对照组,0,0,0.0,0,0.0
1087,短视频投放,实验组,1,0,0.0,0,0.0
1088,自然流量,实验组,1,0,0.0,0,0.0
1089,达人推荐,实验组,1,0,0.0,0,0.0
1090,短视频投放,对照组,0,0,0.0,0,0.0
1091,短视频投放,对照组,0,0,0.0,0,0.0
1092,站内活动,实验组,1,0,0.0,0,0.0
